RANK #1,	Token ID: 1,	 score: 55,	type:Witch of Woe,	skills: {"will":9,"wisdom":9,"wonder":9,"woe":10,"wit":9,"wiles":9}
RANK #4194,	Token ID: 4684,	 score: 31,	type:necromancer,	skills: {"will":9,"wit":6,"wiles":7,"wisdom":2,"wonder":3,"woe":4}
RANK #4195,	Token ID: 4694,	 score: 31,	type:necromancer,	skills: {"will":6,"wit":4,"wiles":7,"wisdom":5,"wonder":4,"woe":5}
RANK #4196,	Token ID: 4703,	 score: 31,	type:occultist,	skills: {"will":5,"wit":4,"wiles":8,"wisdom":3,"wonder":5,"woe":6}
RANK #4197,	Token ID: 4708,	 score: 31,	type:hag,	skills: {"will":5,"wit":2,"wiles":8,"wisdom":6,"wonder":6,"woe":4}
RANK #4198,	Token ID: 4747,	 score: 31,	type:occultist,	skills: {"will":3,"wit":5,"wiles":5,"wisdom":2,"wonder":7,"woe":9}
RANK #4199,	Token ID: 4751,	 score: 31,	type:mage,	skills: {"will":4,"wit":5,"wiles":8,"wisdom":5,"wonder":7,"woe":2}
RANK #4200,	Token ID: 4775,	 score: 31,	type:necromancer,	skills: {"will":6,"wit":3,"wiles":8,"wisdom":1,"wonder":6,"woe":7}
RANK #4201,	Token ID: 4801,	 score: 31,	type:hag,	skills: {"will":3,"wit":1,"wiles":8,"wisdom":9,"wonder":5,"woe":5}
RANK #4202,	Token ID: 4804,	 score: 31,	type:occultist,	skills: {"will":4,"wit":1,"wiles":9,"wisdom":5,"wonder":3,"woe":9}
RANK #4203,	Token ID: 4815,	 score: 31,	type:enchantress,	skills: {"will":4,"wit":9,"wiles":7,"wisdom":3,"wonder":6,"woe":2}
RANK #4204,	Token ID: 4821,	 score: 31,	type:necromancer,	skills: {"will":9,"wit":2,"wiles":5,"wisdom":6,"wonder":0,"woe":9}
RANK #4205,	Token ID: 4824,	 score: 31,	type:occultist,	skills: {"will":0,"wit":9,"wiles":7,"wisdom":2,"wonder":6,"woe":7}
RANK #4206,	Token ID: 4828,	 score: 31,	type:mage,	skills: {"will":5,"wit":2,"wiles":7,"wisdom":7,"wonder":3,"woe":7}
RANK #4207,	Token ID: 4842,	 score: 31,	type:hag,	skills: {"will":8,"wit":1,"wiles":3,"wisdom":8,"wonder":4,"woe":7}
RANK #4208,	Token ID: 4849,	 score: 31,	type:hag,	skills: {"will":7,"wit":2,"wiles":5,"wisdom":9,"wonder":4,"woe":4}
RANK #4209,	Token ID: 4883,	 score: 31,	type:enchantress,	skills: {"will":6,"wit":5,"wiles":9,"wisdom":4,"wonder":1,"woe":6}
RANK #4210,	Token ID: 4886,	 score: 31,	type:enchantress,	skills: {"will":3,"wit":5,"wiles":8,"wisdom":7,"wonder":1,"woe":7}
RANK #4211,	Token ID: 4896,	 score: 31,	type:mage,	skills: {"will":2,"wit":4,"wiles":6,"wisdom":6,"wonder":9,"woe":4}
RANK #4212,	Token ID: 4910,	 score: 31,	type:occultist,	skills: {"will":2,"wit":8,"wiles":5,"wisdom":6,"wonder":6,"woe":4}
RANK #4213,	Token ID: 4913,	 score: 31,	type:hag,	skills: {"will":0,"wit":9,"wiles":3,"wisdom":7,"wonder":9,"woe":3}
RANK #4214,	Token ID: 4952,	 score: 31,	type:necromancer,	skills: {"will":9,"wit":8,"wiles":1,"wisdom":3,"wonder":1,"woe":9}
RANK #4215,	Token ID: 4956,	 score: 31,	type:necromancer,	skills: {"will":5,"wit":5,"wiles":8,"wisdom":6,"wonder":1,"woe":6}
RANK #4216,	Token ID: 4989,	 score: 31,	type:hag,	skills: {"will":5,"wit":5,"wiles":5,"wisdom":9,"wonder":6,"woe":1}
RANK #4217,	Token ID: 4993,	 score: 31,	type:mage,	skills: {"will":8,"wit":6,"wiles":8,"wisdom":4,"wonder":2,"woe":3}
RANK #4218,	Token ID: 5052,	 score: 31,	type:mage,	skills: {"will":4,"wit":8,"wiles":6,"wisdom":8,"wonder":2,"woe":3}
RANK #4219,	Token ID: 5058,	 score: 31,	type:occultist,	skills: {"will":6,"wit":3,"wiles":9,"wisdom":0,"wonder":8,"woe":5}
RANK #4220,	Token ID: 5126,	 score: 31,	type:seer,	skills: {"will":6,"wit":5,"wiles":3,"wisdom":7,"wonder":4,"woe":6}
RANK #4221,	Token ID: 5151,	 score: 31,	type:necromancer,	skills: {"will":4,"wit":7,"wiles":3,"wisdom":5,"wonder":8,"woe":4}
RANK #4222,	Token ID: 5194,	 score: 31,	type:necromancer,	skills: {"will":6,"wit":3,"wiles":7,"wisdom":4,"wonder":2,"woe":9}
RANK #4223,	Token ID: 5203,	 score: 31,	type:mage,	skills: {"will":0,"wit":7,"wiles":2,"wisdom":5,"wonder":8,"woe":9}
RANK #4224,	Token ID: 5220,	 score: 31,	type:hag,	skills: {"will":5,"wit":7,"wiles":4,"wisdom":9,"wonder":3,"woe":3}
RANK #4225,	Token ID: 5239,	 score: 31,	type:necromancer,	skills: {"will":8,"wit":2,"wiles":6,"wisdom":7,"wonder":1,"woe":7}
RANK #4226,	Token ID: 5262,	 score: 31,	type:seer,	skills: {"will":7,"wit":0,"wiles":8,"wisdom":8,"wonder":4,"woe":4}
RANK #4227,	Token ID: 5268,	 score: 31,	type:necromancer,	skills: {"will":4,"wit":0,"wiles":8,"wisdom":5,"wonder":5,"woe":9}
RANK #4228,	Token ID: 5277,	 score: 31,	type:hag,	skills: {"will":1,"wit":9,"wiles":7,"wisdom":9,"wonder":3,"woe":2}
RANK #4229,	Token ID: 5319,	 score: 31,	type:hag,	skills: {"will":4,"wit":1,"wiles":4,"wisdom":9,"wonder":8,"woe":5}
RANK #4230,	Token ID: 5325,	 score: 31,	type:mage,	skills: {"will":6,"wit":2,"wiles":8,"wisdom":5,"wonder":8,"woe":2}
RANK #4231,	Token ID: 5327,	 score: 31,	type:occultist,	skills: {"will":4,"wit":8,"wiles":9,"wisdom":2,"wonder":3,"woe":5}
RANK #4232,	Token ID: 5329,	 score: 31,	type:seer,	skills: {"will":6,"wit":3,"wiles":7,"wisdom":8,"wonder":6,"woe":1}
RANK #4233,	Token ID: 5354,	 score: 31,	type:necromancer,	skills: {"will":8,"wit":5,"wiles":5,"wisdom":1,"wonder":8,"woe":4}
RANK #4234,	Token ID: 5369,	 score: 31,	type:enchantress,	skills: {"will":9,"wit":7,"wiles":5,"wisdom":3,"wonder":0,"woe":7}
RANK #4235,	Token ID: 5407,	 score: 31,	type:occultist,	skills: {"will":2,"wit":7,"wiles":9,"wisdom":0,"wonder":5,"woe":8}
RANK #4236,	Token ID: 5410,	 score: 31,	type:hag,	skills: {"will":8,"wit":2,"wiles":8,"wisdom":9,"wonder":3,"woe":1}
RANK #4237,	Token ID: 5452,	 score: 31,	type:mage,	skills: {"will":2,"wit":3,"wiles":3,"wisdom":6,"wonder":9,"woe":8}
RANK #4238,	Token ID: 5455,	 score: 31,	type:mage,	skills: {"will":6,"wit":3,"wiles":8,"wisdom":2,"wonder":4,"woe":8}
RANK #4239,	Token ID: 5467,	 score: 31,	type:seer,	skills: {"will":6,"wit":8,"wiles":0,"wisdom":7,"wonder":7,"woe":3}
RANK #4240,	Token ID: 5486,	 score: 31,	type:enchantress,	skills: {"will":4,"wit":4,"wiles":9,"wisdom":8,"wonder":3,"woe":3}
RANK #4241,	Token ID: 5535,	 score: 31,	type:seer,	skills: {"will":8,"wit":2,"wiles":1,"wisdom":9,"wonder":6,"woe":5}
RANK #4242,	Token ID: 5536,	 score: 31,	type:seer,	skills: {"will":9,"wit":6,"wiles":0,"wisdom":8,"wonder":6,"woe":2}
RANK #4243,	Token ID: 5619,	 score: 31,	type:occultist,	skills: {"will":0,"wit":8,"wiles":4,"wisdom":8,"wonder":6,"woe":5}
RANK #4244,	Token ID: 5631,	 score: 31,	type:enchantress,	skills: {"will":3,"wit":5,"wiles":6,"wisdom":5,"wonder":4,"woe":8}
RANK #4245,	Token ID: 5634,	 score: 31,	type:enchantress,	skills: {"will":4,"wit":3,"wiles":9,"wisdom":2,"wonder":6,"woe":7}
RANK #4246,	Token ID: 5637,	 score: 31,	type:mage,	skills: {"will":5,"wit":0,"wiles":7,"wisdom":2,"wonder":8,"woe":9}
RANK #4247,	Token ID: 5642,	 score: 31,	type:occultist,	skills: {"will":5,"wit":6,"wiles":3,"wisdom":4,"wonder":7,"woe":6}
RANK #4248,	Token ID: 5654,	 score: 31,	type:necromancer,	skills: {"will":4,"wit":6,"wiles":2,"wisdom":4,"wonder":6,"woe":9}
RANK #4249,	Token ID: 5656,	 score: 31,	type:mage,	skills: {"will":0,"wit":8,"wiles":8,"wisdom":4,"wonder":9,"woe":2}
RANK #4250,	Token ID: 5685,	 score: 31,	type:hag,	skills: {"will":3,"wit":4,"wiles":3,"wisdom":4,"wonder":9,"woe":8}
RANK #4251,	Token ID: 5690,	 score: 31,	type:necromancer,	skills: {"will":6,"wit":6,"wiles":7,"wisdom":2,"wonder":3,"woe":7}
RANK #4252,	Token ID: 5713,	 score: 31,	type:mage,	skills: {"will":2,"wit":7,"wiles":8,"wisdom":0,"wonder":8,"woe":6}
RANK #4253,	Token ID: 5761,	 score: 31,	type:occultist,	skills: {"will":0,"wit":4,"wiles":8,"wisdom":7,"wonder":3,"woe":9}
RANK #4254,	Token ID: 5765,	 score: 31,	type:necromancer,	skills: {"will":6,"wit":7,"wiles":0,"wisdom":4,"wonder":6,"woe":8}
RANK #4255,	Token ID: 5773,	 score: 31,	type:mage,	skills: {"will":0,"wit":7,"wiles":7,"wisdom":7,"wonder":8,"woe":2}
RANK #4256,	Token ID: 5832,	 score: 31,	type:enchantress,	skills: {"will":7,"wit":7,"wiles":9,"wisdom":1,"wonder":0,"woe":7}
RANK #4257,	Token ID: 5838,	 score: 31,	type:hag,	skills: {"will":8,"wit":9,"wiles":2,"wisdom":5,"wonder":7,"woe":0}
RANK #4258,	Token ID: 5856,	 score: 31,	type:hag,	skills: {"will":0,"wit":2,"wiles":5,"wisdom":7,"wonder":9,"woe":8}
RANK #4259,	Token ID: 5875,	 score: 31,	type:necromancer,	skills: {"will":3,"wit":5,"wiles":6,"wisdom":9,"wonder":0,"woe":8}
RANK #4260,	Token ID: 5892,	 score: 31,	type:enchantress,	skills: {"will":7,"wit":9,"wiles":3,"wisdom":7,"wonder":3,"woe":2}
RANK #4261,	Token ID: 5901,	 score: 31,	type:hag,	skills: {"will":8,"wit":2,"wiles":2,"wisdom":4,"wonder":9,"woe":6}
RANK #4262,	Token ID: 5908,	 score: 31,	type:necromancer,	skills: {"will":9,"wit":8,"wiles":1,"wisdom":9,"wonder":1,"woe":3}
RANK #4263,	Token ID: 5925,	 score: 31,	type:seer,	skills: {"will":6,"wit":8,"wiles":5,"wisdom":4,"wonder":8,"woe":0}
RANK #4264,	Token ID: 5943,	 score: 31,	type:hag,	skills: {"will":8,"wit":3,"wiles":6,"wisdom":5,"wonder":5,"woe":4}
RANK #4265,	Token ID: 5948,	 score: 31,	type:necromancer,	skills: {"will":6,"wit":7,"wiles":1,"wisdom":8,"wonder":2,"woe":7}
RANK #4266,	Token ID: 5953,	 score: 31,	type:occultist,	skills: {"will":0,"wit":9,"wiles":4,"wisdom":8,"wonder":3,"woe":7}
RANK #4267,	Token ID: 5974,	 score: 31,	type:enchantress,	skills: {"will":4,"wit":6,"wiles":9,"wisdom":5,"wonder":3,"woe":4}
RANK #4268,	Token ID: 5978,	 score: 31,	type:enchantress,	skills: {"will":4,"wit":6,"wiles":5,"wisdom":8,"wonder":8,"woe":0}
RANK #4269,	Token ID: 5983,	 score: 31,	type:enchantress,	skills: {"will":9,"wit":5,"wiles":2,"wisdom":5,"wonder":8,"woe":2}
RANK #4270,	Token ID: 5986,	 score: 31,	type:necromancer,	skills: {"will":8,"wit":3,"wiles":8,"wisdom":3,"wonder":0,"woe":9}
RANK #4271,	Token ID: 5997,	 score: 31,	type:seer,	skills: {"will":9,"wit":4,"wiles":5,"wisdom":5,"wonder":2,"woe":6}
RANK #4272,	Token ID: 5998,	 score: 31,	type:hag,	skills: {"will":2,"wit":6,"wiles":0,"wisdom":9,"wonder":9,"woe":5}
RANK #4273,	Token ID: 6009,	 score: 31,	type:mage,	skills: {"will":6,"wit":7,"wiles":1,"wisdom":3,"wonder":7,"woe":7}
RANK #4274,	Token ID: 6015,	 score: 31,	type:hag,	skills: {"will":4,"wit":6,"wiles":0,"wisdom":6,"wonder":8,"woe":7}
RANK #4275,	Token ID: 6027,	 score: 31,	type:mage,	skills: {"will":2,"wit":4,"wiles":3,"wisdom":5,"wonder":8,"woe":9}
RANK #4276,	Token ID: 6042,	 score: 31,	type:hag,	skills: {"will":7,"wit":7,"wiles":0,"wisdom":6,"wonder":3,"woe":8}
RANK #4277,	Token ID: 6044,	 score: 31,	type:hag,	skills: {"will":8,"wit":7,"wiles":6,"wisdom":5,"wonder":3,"woe":2}
RANK #4278,	Token ID: 6046,	 score: 31,	type:necromancer,	skills: {"will":4,"wit":3,"wiles":2,"wisdom":7,"wonder":6,"woe":9}
RANK #4279,	Token ID: 6047,	 score: 31,	type:hag,	skills: {"will":4,"wit":3,"wiles":4,"wisdom":4,"wonder":9,"woe":7}
RANK #4280,	Token ID: 6138,	 score: 31,	type:hag,	skills: {"will":1,"wit":4,"wiles":6,"wisdom":9,"wonder":9,"woe":2}
RANK #4281,	Token ID: 6165,	 score: 31,	type:mage,	skills: {"will":6,"wit":7,"wiles":4,"wisdom":7,"wonder":3,"woe":4}
RANK #4282,	Token ID: 6184,	 score: 31,	type:mage,	skills: {"will":8,"wit":7,"wiles":1,"wisdom":0,"wonder":7,"woe":8}
RANK #4283,	Token ID: 6201,	 score: 31,	type:enchantress,	skills: {"will":7,"wit":3,"wiles":8,"wisdom":4,"wonder":5,"woe":4}
RANK #4284,	Token ID: 6211,	 score: 31,	type:enchantress,	skills: {"will":7,"wit":7,"wiles":7,"wisdom":8,"wonder":2,"woe":0}
RANK #4285,	Token ID: 6232,	 score: 31,	type:necromancer,	skills: {"will":4,"wit":6,"wiles":8,"wisdom":2,"wonder":4,"woe":7}
RANK #4286,	Token ID: 6245,	 score: 31,	type:hag,	skills: {"will":3,"wit":8,"wiles":5,"wisdom":9,"wonder":3,"woe":3}
RANK #4287,	Token ID: 6268,	 score: 31,	type:occultist,	skills: {"will":7,"wit":3,"wiles":3,"wisdom":6,"wonder":7,"woe":5}
RANK #4288,	Token ID: 6278,	 score: 31,	type:hag,	skills: {"will":3,"wit":1,"wiles":8,"wisdom":9,"wonder":6,"woe":4}
RANK #4289,	Token ID: 6283,	 score: 31,	type:occultist,	skills: {"will":8,"wit":2,"wiles":3,"wisdom":6,"wonder":3,"woe":9}
RANK #4290,	Token ID: 6285,	 score: 31,	type:necromancer,	skills: {"will":6,"wit":8,"wiles":8,"wisdom":5,"wonder":0,"woe":4}
RANK #4291,	Token ID: 6297,	 score: 31,	type:occultist,	skills: {"will":8,"wit":3,"wiles":7,"wisdom":0,"wonder":4,"woe":9}
RANK #4292,	Token ID: 6298,	 score: 31,	type:occultist,	skills: {"will":4,"wit":6,"wiles":8,"wisdom":7,"wonder":2,"woe":4}
RANK #4293,	Token ID: 6323,	 score: 31,	type:occultist,	skills: {"will":8,"wit":6,"wiles":9,"wisdom":0,"wonder":4,"woe":4}
RANK #4294,	Token ID: 6331,	 score: 31,	type:occultist,	skills: {"will":6,"wit":2,"wiles":4,"wisdom":7,"wonder":4,"woe":8}
RANK #4295,	Token ID: 6376,	 score: 31,	type:mage,	skills: {"will":6,"wit":0,"wiles":8,"wisdom":7,"wonder":4,"woe":6}
RANK #4296,	Token ID: 6391,	 score: 31,	type:necromancer,	skills: {"will":8,"wit":5,"wiles":2,"wisdom":6,"wonder":1,"woe":9}
RANK #4297,	Token ID: 6400,	 score: 31,	type:necromancer,	skills: {"will":5,"wit":6,"wiles":6,"wisdom":3,"wonder":5,"woe":6}
RANK #4298,	Token ID: 6407,	 score: 31,	type:hag,	skills: {"will":4,"wit":2,"wiles":6,"wisdom":8,"wonder":7,"woe":4}
RANK #4299,	Token ID: 6425,	 score: 31,	type:necromancer,	skills: {"will":9,"wit":1,"wiles":1,"wisdom":8,"wonder":7,"woe":5}
RANK #4300,	Token ID: 6428,	 score: 31,	type:hag,	skills: {"will":0,"wit":9,"wiles":4,"wisdom":9,"wonder":6,"woe":3}
RANK #4301,	Token ID: 6434,	 score: 31,	type:mage,	skills: {"will":2,"wit":2,"wiles":5,"wisdom":6,"wonder":8,"woe":8}
RANK #4302,	Token ID: 6436,	 score: 31,	type:necromancer,	skills: {"will":9,"wit":2,"wiles":3,"wisdom":1,"wonder":7,"woe":9}
RANK #4303,	Token ID: 6451,	 score: 31,	type:mage,	skills: {"will":7,"wit":7,"wiles":0,"wisdom":5,"wonder":3,"woe":9}
RANK #4304,	Token ID: 6461,	 score: 31,	type:necromancer,	skills: {"will":6,"wit":8,"wiles":7,"wisdom":6,"wonder":1,"woe":3}
RANK #4305,	Token ID: 6482,	 score: 31,	type:mage,	skills: {"will":7,"wit":0,"wiles":5,"wisdom":6,"wonder":9,"woe":4}
RANK #4306,	Token ID: 6489,	 score: 31,	type:seer,	skills: {"will":9,"wit":0,"wiles":8,"wisdom":7,"wonder":5,"woe":2}
RANK #4307,	Token ID: 6498,	 score: 31,	type:hag,	skills: {"will":5,"wit":6,"wiles":5,"wisdom":9,"wonder":4,"woe":2}
RANK #4308,	Token ID: 6507,	 score: 31,	type:necromancer,	skills: {"will":9,"wit":1,"wiles":7,"wisdom":2,"wonder":4,"woe":8}
RANK #4309,	Token ID: 6517,	 score: 31,	type:occultist,	skills: {"will":3,"wit":6,"wiles":9,"wisdom":2,"wonder":7,"woe":4}
RANK #4310,	Token ID: 6578,	 score: 31,	type:occultist,	skills: {"will":2,"wit":6,"wiles":4,"wisdom":7,"wonder":3,"woe":9}
RANK #4311,	Token ID: 6587,	 score: 31,	type:hag,	skills: {"will":3,"wit":4,"wiles":3,"wisdom":9,"wonder":7,"woe":5}
RANK #4312,	Token ID: 6638,	 score: 31,	type:seer,	skills: {"will":9,"wit":1,"wiles":6,"wisdom":6,"wonder":6,"woe":3}
RANK #4313,	Token ID: 6640,	 score: 31,	type:mage,	skills: {"will":2,"wit":8,"wiles":6,"wisdom":3,"wonder":3,"woe":9}
RANK #4314,	Token ID: 6645,	 score: 31,	type:necromancer,	skills: {"will":6,"wit":7,"wiles":3,"wisdom":3,"wonder":3,"woe":9}
RANK #4315,	Token ID: 6647,	 score: 31,	type:occultist,	skills: {"will":4,"wit":6,"wiles":8,"wisdom":4,"wonder":5,"woe":4}
RANK #4316,	Token ID: 6656,	 score: 31,	type:necromancer,	skills: {"will":4,"wit":7,"wiles":8,"wisdom":3,"wonder":0,"woe":9}
RANK #4317,	Token ID: 6669,	 score: 31,	type:necromancer,	skills: {"will":3,"wit":2,"wiles":5,"wisdom":9,"wonder":3,"woe":9}
RANK #4318,	Token ID: 6696,	 score: 31,	type:occultist,	skills: {"will":3,"wit":3,"wiles":9,"wisdom":3,"wonder":5,"woe":8}
RANK #4319,	Token ID: 6703,	 score: 31,	type:seer,	skills: {"will":6,"wit":3,"wiles":8,"wisdom":3,"wonder":6,"woe":5}
RANK #4320,	Token ID: 6711,	 score: 31,	type:mage,	skills: {"will":4,"wit":3,"wiles":8,"wisdom":1,"wonder":9,"woe":6}
RANK #4321,	Token ID: 6745,	 score: 31,	type:seer,	skills: {"will":9,"wit":3,"wiles":1,"wisdom":9,"wonder":5,"woe":4}
RANK #4322,	Token ID: 6770,	 score: 31,	type:seer,	skills: {"will":3,"wit":7,"wiles":3,"wisdom":7,"wonder":3,"woe":8}
RANK #4323,	Token ID: 6789,	 score: 31,	type:seer,	skills: {"will":8,"wit":6,"wiles":3,"wisdom":4,"wonder":6,"woe":4}
RANK #4324,	Token ID: 6790,	 score: 31,	type:mage,	skills: {"will":8,"wit":0,"wiles":0,"wisdom":8,"wonder":8,"woe":7}
RANK #4325,	Token ID: 6831,	 score: 31,	type:hag,	skills: {"will":2,"wit":4,"wiles":8,"wisdom":4,"wonder":9,"woe":4}
RANK #4326,	Token ID: 6852,	 score: 31,	type:seer,	skills: {"will":7,"wit":8,"wiles":0,"wisdom":7,"wonder":6,"woe":3}
RANK #4327,	Token ID: 6861,	 score: 31,	type:hag,	skills: {"will":8,"wit":2,"wiles":2,"wisdom":9,"wonder":9,"woe":1}
RANK #4328,	Token ID: 6877,	 score: 31,	type:mage,	skills: {"will":0,"wit":5,"wiles":3,"wisdom":8,"wonder":8,"woe":7}
RANK #4329,	Token ID: 6890,	 score: 31,	type:mage,	skills: {"will":7,"wit":6,"wiles":8,"wisdom":5,"wonder":2,"woe":3}
RANK #4330,	Token ID: 6895,	 score: 31,	type:necromancer,	skills: {"will":5,"wit":4,"wiles":7,"wisdom":6,"wonder":1,"woe":8}
RANK #4331,	Token ID: 6907,	 score: 31,	type:mage,	skills: {"will":2,"wit":8,"wiles":8,"wisdom":3,"wonder":5,"woe":5}
RANK #4332,	Token ID: 6911,	 score: 31,	type:seer,	skills: {"will":3,"wit":7,"wiles":0,"wisdom":7,"wonder":7,"woe":7}
RANK #4333,	Token ID: 6933,	 score: 31,	type:mage,	skills: {"will":5,"wit":4,"wiles":0,"wisdom":8,"wonder":9,"woe":5}
RANK #4334,	Token ID: 6936,	 score: 31,	type:hag,	skills: {"will":4,"wit":5,"wiles":1,"wisdom":8,"wonder":6,"woe":7}
RANK #4335,	Token ID: 6958,	 score: 31,	type:necromancer,	skills: {"will":6,"wit":2,"wiles":7,"wisdom":7,"wonder":2,"woe":7}
RANK #4336,	Token ID: 6982,	 score: 31,	type:mage,	skills: {"will":6,"wit":2,"wiles":8,"wisdom":7,"wonder":3,"woe":5}
RANK #4337,	Token ID: 6984,	 score: 31,	type:seer,	skills: {"will":6,"wit":6,"wiles":5,"wisdom":8,"wonder":2,"woe":4}
RANK #4338,	Token ID: 7009,	 score: 31,	type:occultist,	skills: {"will":8,"wit":3,"wiles":3,"wisdom":5,"wonder":3,"woe":9}
RANK #4339,	Token ID: 7045,	 score: 31,	type:mage,	skills: {"will":8,"wit":7,"wiles":3,"wisdom":1,"wonder":7,"woe":5}
RANK #4340,	Token ID: 7074,	 score: 31,	type:enchantress,	skills: {"will":3,"wit":8,"wiles":7,"wisdom":3,"wonder":4,"woe":6}
RANK #4341,	Token ID: 7082,	 score: 31,	type:hag,	skills: {"will":1,"wit":7,"wiles":2,"wisdom":8,"wonder":7,"woe":6}
RANK #4342,	Token ID: 7100,	 score: 31,	type:occultist,	skills: {"will":3,"wit":8,"wiles":9,"wisdom":3,"wonder":0,"woe":8}
RANK #4343,	Token ID: 7107,	 score: 31,	type:enchantress,	skills: {"will":5,"wit":9,"wiles":3,"wisdom":6,"wonder":0,"woe":8}
RANK #4344,	Token ID: 7114,	 score: 31,	type:necromancer,	skills: {"will":3,"wit":2,"wiles":8,"wisdom":6,"wonder":7,"woe":5}
RANK #4345,	Token ID: 7122,	 score: 31,	type:mage,	skills: {"will":5,"wit":4,"wiles":3,"wisdom":7,"wonder":9,"woe":3}
RANK #4346,	Token ID: 7144,	 score: 31,	type:occultist,	skills: {"will":5,"wit":4,"wiles":9,"wisdom":1,"wonder":3,"woe":9}
RANK #4347,	Token ID: 7147,	 score: 31,	type:occultist,	skills: {"will":8,"wit":3,"wiles":5,"wisdom":0,"wonder":6,"woe":9}
RANK #4348,	Token ID: 7160,	 score: 31,	type:hag,	skills: {"will":1,"wit":7,"wiles":2,"wisdom":9,"wonder":6,"woe":6}
RANK #4349,	Token ID: 7178,	 score: 31,	type:occultist,	skills: {"will":1,"wit":5,"wiles":7,"wisdom":3,"wonder":7,"woe":8}
RANK #4350,	Token ID: 7183,	 score: 31,	type:hag,	skills: {"will":1,"wit":7,"wiles":4,"wisdom":6,"wonder":8,"woe":5}
RANK #4351,	Token ID: 7187,	 score: 31,	type:occultist,	skills: {"will":8,"wit":1,"wiles":9,"wisdom":0,"wonder":4,"woe":9}
RANK #4352,	Token ID: 7195,	 score: 31,	type:seer,	skills: {"will":8,"wit":4,"wiles":5,"wisdom":4,"wonder":6,"woe":4}
RANK #4353,	Token ID: 7207,	 score: 31,	type:necromancer,	skills: {"will":8,"wit":8,"wiles":3,"wisdom":3,"wonder":3,"woe":6}
RANK #4354,	Token ID: 7215,	 score: 31,	type:enchantress,	skills: {"will":9,"wit":6,"wiles":2,"wisdom":4,"wonder":5,"woe":5}
RANK #4355,	Token ID: 7233,	 score: 31,	type:necromancer,	skills: {"will":9,"wit":0,"wiles":4,"wisdom":6,"wonder":3,"woe":9}
RANK #4356,	Token ID: 7261,	 score: 31,	type:enchantress,	skills: {"will":3,"wit":8,"wiles":5,"wisdom":4,"wonder":4,"woe":7}
RANK #4357,	Token ID: 7264,	 score: 31,	type:mage,	skills: {"will":7,"wit":7,"wiles":6,"wisdom":0,"wonder":9,"woe":2}
RANK #4358,	Token ID: 7266,	 score: 31,	type:necromancer,	skills: {"will":7,"wit":1,"wiles":7,"wisdom":5,"wonder":2,"woe":9}
RANK #4359,	Token ID: 7326,	 score: 31,	type:seer,	skills: {"will":7,"wit":1,"wiles":2,"wisdom":9,"wonder":9,"woe":3}
RANK #4360,	Token ID: 7334,	 score: 31,	type:mage,	skills: {"will":6,"wit":6,"wiles":1,"wisdom":6,"wonder":3,"woe":9}
RANK #4361,	Token ID: 7342,	 score: 31,	type:hag,	skills: {"will":2,"wit":9,"wiles":5,"wisdom":4,"wonder":9,"woe":2}
RANK #4362,	Token ID: 7357,	 score: 31,	type:occultist,	skills: {"will":3,"wit":5,"wiles":5,"wisdom":8,"wonder":1,"woe":9}
RANK #4363,	Token ID: 7363,	 score: 31,	type:hag,	skills: {"will":4,"wit":9,"wiles":1,"wisdom":5,"wonder":4,"woe":8}
RANK #4364,	Token ID: 7405,	 score: 31,	type:seer,	skills: {"will":8,"wit":1,"wiles":3,"wisdom":9,"wonder":3,"woe":7}
RANK #4365,	Token ID: 7408,	 score: 31,	type:mage,	skills: {"will":7,"wit":7,"wiles":3,"wisdom":0,"wonder":9,"woe":5}
RANK #4366,	Token ID: 7457,	 score: 31,	type:hag,	skills: {"will":1,"wit":5,"wiles":5,"wisdom":9,"wonder":3,"woe":8}
RANK #4367,	Token ID: 7464,	 score: 31,	type:occultist,	skills: {"will":4,"wit":6,"wiles":4,"wisdom":3,"wonder":6,"woe":8}
RANK #4368,	Token ID: 7472,	 score: 31,	type:mage,	skills: {"will":5,"wit":3,"wiles":3,"wisdom":6,"wonder":5,"woe":9}
RANK #4369,	Token ID: 7476,	 score: 31,	type:hag,	skills: {"will":6,"wit":2,"wiles":8,"wisdom":6,"wonder":9,"woe":0}
RANK #4370,	Token ID: 7502,	 score: 31,	type:occultist,	skills: {"will":5,"wit":7,"wiles":6,"wisdom":5,"wonder":4,"woe":4}
RANK #4371,	Token ID: 7529,	 score: 31,	type:occultist,	skills: {"will":5,"wit":8,"wiles":4,"wisdom":5,"wonder":4,"woe":5}
RANK #4372,	Token ID: 7594,	 score: 31,	type:hag,	skills: {"will":8,"wit":2,"wiles":4,"wisdom":6,"wonder":9,"woe":2}
RANK #4373,	Token ID: 7612,	 score: 31,	type:seer,	skills: {"will":7,"wit":5,"wiles":6,"wisdom":6,"wonder":2,"woe":5}
RANK #4374,	Token ID: 7616,	 score: 31,	type:necromancer,	skills: {"will":4,"wit":8,"wiles":0,"wisdom":9,"wonder":1,"woe":9}
RANK #4375,	Token ID: 7634,	 score: 31,	type:enchantress,	skills: {"will":6,"wit":5,"wiles":6,"wisdom":5,"wonder":2,"woe":7}
RANK #4376,	Token ID: 7651,	 score: 31,	type:enchantress,	skills: {"will":9,"wit":3,"wiles":9,"wisdom":5,"wonder":0,"woe":5}
